"helpfulVotes","id","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","photos/15/height","photos/15/id","photos/15/image","photos/15/width","photos/16/height","photos/16/id","photos/16/image","photos/16/width","photos/17/height","photos/17/id","photos/17/image","photos/17/width","photos/18/height","photos/18/id","photos/18/image","photos/18/width","photos/19/height","photos/19/id","photos/19/image","photos/19/width","photos/20/height","photos/20/id","photos/20/image","photos/20/width","photos/21/height","photos/21/id","photos/21/image","photos/21/width","photos/22/height","photos/22/id","photos/22/image","photos/22/width","photos/23/height","photos/23/id","photos/23/image","photos/23/width","photos/24/height","photos/24/id","photos/24/image","photos/24/width","photos/25/height","photos/25/id","photos/25/image","photos/25/width","photos/26/height","photos/26/id","photos/26/image","photos/26/width","photos/27/height","photos/27/id","photos/27/image","photos/27/width","photos/28/height","photos/28/id","photos/28/image","photos/28/width","photos/29/height","photos/29/id","photos/29/image","photos/29/width","photos/30/height","photos/30/id","photos/30/image","photos/30/width","photos/31/height","photos/31/id","photos/31/image","photos/31/width","photos/32/height","photos/32/id","photos/32/image","photos/32/width","photos/33/height","photos/33/id","photos/33/image","photos/33/width","photos/34/height","photos/34/id","photos/34/image","photos/34/width","photos/35/height","photos/35/id","photos/35/image","photos/35/width","photos/36/height","photos/36/id","photos/36/image","photos/36/width","photos/37/height","photos/37/id","photos/37/image","photos/37/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","text","title","travelDate","tripType","url","user"
"0","1015572981","en","12880550",,"Marketing","1016134611","en","2025-07-01","Sakuni Wisanperuma","Dear Daniela,

Thank you so much for your lovely review! 

We’re absolutely delighted to hear that you enjoyed your time at Kumu Beach—and especially glad the gluten-free options were a pleasant surprise.

We hope to welcome you back again soon for more amazing food and laid-back beachside moments.

Sincerely,

Sakuni Wisanperuma ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"670/5 Galle Road, Balapitiya 80550 Sri Lanka","Balapitiya","Sri Lanka","80550",,"670/5 Galle Road",,"12880550","6.25566","Balapitiya, Southern Province","80.03926","Kumu Beach","213","4.9","1","3","0","13","196","https://www.tripadvisor.com/Hotel_Review-g940979-d12880550-Reviews-Kumu_Beach-Balapitiya_Southern_Province.html","https://www.teardrop-hotels.com/kumu-beach/","2025-06-28","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","Amazing food and service. Was pleasantly surprised to have a wide selection of gluten-free food. Compliments to the chef and team!","Amazing!","2025-06","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g940979-d12880550-r1015572981-Kumu_Beach-Balapitiya_Southern_Province.html",
"0","1014180716","en","12880550",,"Marketing","1015314666","en","2025-06-26","Sakuni Wisanperuma","Dear Nik,

Thank you so much for this heartwarming review!

We're absolutely delighted that your weekend escape to Kumu Beach turned out to be the perfect interlude between a busy work schedule. It’s wonderful to hear that everything from the warm service and elegant rooms to the setting and exceptional cuisine left such a strong impression.

Our chef and team will be thrilled to know their efforts made your stay so memorable. 

We can’t wait to welcome you back for another blissful coastal stay — hopefully very soon!

Sincerely,

Sakuni Wisanperuma

","3024","809345367","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/3d/a1/57/caption.jpg","4032","4032","809345368","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/3d/a1/58/caption.jpg","3024","3024","809345369","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/3d/a1/59/caption.jpg","4032","3024","809345370","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/3d/a1/5a/caption.jpg","4032","3024","809345371","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/3d/a1/5b/caption.jpg","4032","4032","809345372","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/3d/a1/5c/caption.jpg","3024","3024","809345373","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/3d/a1/5d/caption.jpg","4032","4032","809345374","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/3d/a1/5e/caption.jpg","3024","4032","809345375","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/3d/a1/5f/caption.jpg","3024","4032","809345376","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/3d/a1/60/caption.jpg","3024","3024","809345377","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/3d/a1/61/caption.jpg","4032","3024","809345378","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/3d/a1/62/caption.jpg","4032","3024","809345379","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/3d/a1/63/caption.jpg","4032","4032","809345380","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/3d/a1/64/caption.jpg","3024","4032","809345381","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/3d/a1/65/caption.jpg","3024","4032","809345382","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/3d/a1/66/caption.jpg","3024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"670/5 Galle Road, Balapitiya 80550 Sri Lanka","Balapitiya","Sri Lanka","80550",,"670/5 Galle Road",,"12880550","6.25566","Balapitiya, Southern Province","80.03926","Kumu Beach","213","4.9","1","3","0","13","196","https://www.tripadvisor.com/Hotel_Review-g940979-d12880550-Reviews-Kumu_Beach-Balapitiya_Southern_Province.html","https://www.teardrop-hotels.com/kumu-beach/","2025-06-22","OTHER","5","Absolutely stunning - all was great ","Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","I was in Sri Lanka for business meetings on Thursday and Friday, with more scheduled for Monday and Tuesday. Wanting to make the most of the weekend, I decided to get out of busy Colombo—and discovered the incredible Kumu Beach.

What a fantastic decision! From the moment I arrived, the team made me feel genuinely welcome. The service was warm, personal, and incredibly professional throughout my stay.

The rooms are stunning – stylish, spacious, and filled with natural light. Everything was spotless, and the attention to detail made it feel like a true luxury retreat. The setting is serene and beautifully maintained, perfect for unwinding.

A real highlight was the cuisine. The chef is world-class, and every meal was a culinary masterpiece. Fresh, flavorful, and artfully presented – honestly on par with top fine dining experiences I’ve had anywhere in the world.

Everything about my stay was flawless. If you’re looking for an intimate, high-end boutique hotel on Sri Lanka’s coast, Kumu Beach is the place. It’s peaceful, elegant, and far exceeded my expectations.

Already dreaming of my next visit – absolutely recommended!","Pure Bliss at Kumu Beach – A Perfect Weekend Escape","2025-06","BUSINESS","https://www.tripadvisor.com/ShowUserReviews-g940979-d12880550-r1014180716-Kumu_Beach-Balapitiya_Southern_Province.html",
"0","1011837187","en","12880550",,"Marketing","1013220541","en","2025-06-15","Sakuni Wisanperuma","Dear Amber,

Thank you so much for sharing such a heartfelt and glowing review of your time at Kumu Beach. We’re honoured to have been the setting for such a special occasion, and it brings us immense joy to know the wedding and your five-day stay felt like paradise.

We take great pride in offering attentive, personalised service, and it's rewarding to hear that our staff made you feel so well cared for throughout your stay.

Thank you again for choosing Kumu Beach to celebrate such a memorable moment. We can’t wait to welcome you back for another stay as the sun, sea, and our team will be waiting.

Sincerely,

Sakuni Wisanperuma",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"670/5 Galle Road, Balapitiya 80550 Sri Lanka","Balapitiya","Sri Lanka","80550",,"670/5 Galle Road",,"12880550","6.25566","Balapitiya, Southern Province","80.03926","Kumu Beach","213","4.9","1","3","0","13","196","https://www.tripadvisor.com/Hotel_Review-g940979-d12880550-Reviews-Kumu_Beach-Balapitiya_Southern_Province.html","https://www.teardrop-hotels.com/kumu-beach/","2025-06-09","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","My friend hosted her wedding at Kumu Beach, and I cannot think of a more ethereal setting for a wedding. We stayed at the hotel for 5 days, and for that time, it felt like we had been transported to Paradise. I have never experienced such kind and attentive staff, they couldn't do enough for us all. We were all looked after so well, and everyone was so personable and understanding of our requests. The hotel itself is perfect. Our room, an ocean view room, was gorgeous. Clean and comfortable, with a fantastic rainfall shower, the staff were kind enough to turn down our rooms in the evening. Our meals were all amazing. We had the delight of being able to enjoy not only the chef's regular menu, but also the wedding/event fare as well. All dishes, sweet and savoury, were fantastic. It was some of the best seafood that my partner and I had ever tasted. Everything was fresh, very tasty and I wish I could go back for more! 
The poolside was a lovely, calming area, listening to the Indian Ocean on a sun lounger was idyllic, but remember the strong UV! The Sri Lankan sun is no joke. 
With the wedding, the staff were amazing in making sure that everything was in order, and all we had to do was relax and enjoy the day. It couldn't have been more perfect. 
We are counting down the days to our text trip to Kumu Beach, I hope there will be many more.","Heaven on earth","2025-04","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g940979-d12880550-r1011837187-Kumu_Beach-Balapitiya_Southern_Province.html",
"0","1008976980","en","12880550",,"Marketing","1009388322","en","2025-05-26","Sakuni Wisanperuma","Dear Guest,

Thank you so much for sharing such heartfelt feedback!

We’re thrilled to hear that your stay at Kumu Beach was the perfect ending to your Sri Lanka journey. It’s lovely to know you enjoyed the peaceful, exclusive atmosphere and found your upgraded suite to be one of the nicest you’ve had on your travels/

We’re also delighted that our team was able to move you to the upstairs room you were hoping for—it’s always our pleasure to make those little things happen when we can.

Thank you again for choosing to stay with both Kumu and Goatfell—we’re honoured to have been a part of your Sri Lankan adventure. Please know that you’ll always be warmly welcomed back, and we hope to see you again someday for more G&Ts and sea views.

Sincerely,

Sakuni Wisanperuma ","3060","804570214","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/f4/c4/66/caption.jpg","4080","3060","804570215","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/f4/c4/67/caption.jpg","4080",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"670/5 Galle Road, Balapitiya 80550 Sri Lanka","Balapitiya","Sri Lanka","80550",,"670/5 Galle Road",,"12880550","6.25566","Balapitiya, Southern Province","80.03926","Kumu Beach","213","4.9","1","3","0","13","196","https://www.tripadvisor.com/Hotel_Review-g940979-d12880550-Reviews-Kumu_Beach-Balapitiya_Southern_Province.html","https://www.teardrop-hotels.com/kumu-beach/","2025-05-24","OTHER","5","We thought the upgrade to a sea view suite for more space well worth it but all the rooms looked lovely.","Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","A truly fabulous hotel and a lovely way to end our tour of Sri Lanka!  We stayed here for 4 nights at the end of our tour in March and had a wonderful, relaxing few days.  We didn't venture out of the hotel so cannot comment on surrounding facilities or attractions.  Hotel is amazing and the attention to detail here is second to none. It benefits from being small and exclusive.  We had upgraded to a superior room and it was well worth it. One of the nicest suites we have ever had on our world travels.  This hotel is a sister to Goat Fell at Nuwara Eliya which we stayed in and was equally fabulous.  We had requested a higher floor but initially we were accommodated on the ground floor.  However next day the staff moved us upstairs which we were delighted with; two balconies with fab views of sea.  (The duty manager who looked after us here was exceptional, I am so sorry I have forgotten his name). Food here is also exceptional with personalised and cheery service from the chef (India?) who will tweak any dish to your liking. My husband said he cooked the best Tiger prawns in the world and he had them every day!!  Complimentary G&Ts at 5pm were a lovely touch and the pool and loungers are perfect for this hotel. A few steps down to the beach and you can walk along in both directions dipping your toes in the sea.  We had the most perfect four days here and were sorry to have to leave.  A HUGE thank you to team Kumu Beach!","A small paradise of perfection!","2025-03","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g940979-d12880550-r1008976980-Kumu_Beach-Balapitiya_Southern_Province.html",
"0","1005347558","en","12880550",,"Marketing","1006093927","en","2025-05-05","Sakuni Wisanperuma","Dear Matthew,

Thank you for such a glowing review! We’re thrilled that Kumu provided the perfect ending to your Sri Lankan adventure. It’s wonderful to hear you enjoyed the tranquil beachside location, the comfort of your room, and the serene garden.

The entire team will be so happy to know they helped make your stay even more special. We’re also glad you enjoyed the food, afternoon tea, and G&Ts – it’s all part of creating those unforgettable moments. We hope to welcome you back for a longer stay next time so you can fully immerse yourself in paradise!

Sincerely,

Sakuni Wisanperuma

Follow up

What unique features of Kumu stand out?

How does Kumu compare to other beach hotels?

What activities can we enjoy near Kumu?

","1300","801072096","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/bf/63/e0/caption.jpg","975","1300","801072097","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/bf/63/e1/caption.jpg","975","1300","801072098","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/bf/63/e2/caption.jpg","975","1300","801072100","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/bf/63/e4/caption.jpg","975","975","801072101","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/bf/63/e5/caption.jpg","1300","975","801072102","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/bf/63/e6/caption.jpg","1300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"670/5 Galle Road, Balapitiya 80550 Sri Lanka","Balapitiya","Sri Lanka","80550",,"670/5 Galle Road",,"12880550","6.25566","Balapitiya, Southern Province","80.03926","Kumu Beach","213","4.9","1","3","0","13","196","https://www.tripadvisor.com/Hotel_Review-g940979-d12880550-Reviews-Kumu_Beach-Balapitiya_Southern_Province.html","https://www.teardrop-hotels.com/kumu-beach/","2025-05-01","MOBILE","5","The hotel offered trips looked good and if time permitted we'd have done the turtles. Trip to Galle, appears a good alternative to staying in the walled city.",,,,,,,,,,,,,"We ended our two week tour of Sri Lanka here for 2 nights, and wished we had booked longer. Situated well back from the road and immediately next to a quiet (almost unused) beach, with a lovely grassed garden area and surrounded by local fauna, it felt like an idyllic island. With only a few rooms, it felt very special. The staff were of course, very attentive and helpful, and we were especially well looked after by Ruchinia. Food was excellent and room very comfortable, with an enormous bathroom. Nothing could be better than lazing in the garden shade watching the ocean and looking forward to (complimentary) afternoon tea & cake, with G&Ts at 5 - truly memorable. Highly recommend.","A slice of paradise, nestled alongside the Indian Ocean ","2025-04","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g940979-d12880550-r1005347558-Kumu_Beach-Balapitiya_Southern_Province.html",
"0","1003009394","en","12880550",,"Marketing","1003127529","en","2025-04-17","Sakuni Wisanperuma","Dear Phillip,

Thank you so much for this heartwarming and detailed review! We’re truly delighted that your family had such a memorable stay with us at Kumu Beach. It’s wonderful to hear you enjoyed the peaceful Oceanview Suite, the pool, the beach, and all the thoughtful touches — from our daily Social Hour on the lawn to the personalised BBQ evening.

We’re so pleased the activities, especially the turtle hatchery and puppet museum visits, added to your family’s experience and that the kids had such a great time. 

Your kind words mean a great deal to all of us, and we’re honoured to have been part of your Teardrop Journey. We'd love nothing more than to welcome you back again — hopefully very soon!

Sincerely,

Sakuni Wisanperuma",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"670/5 Galle Road, Balapitiya 80550 Sri Lanka","Balapitiya","Sri Lanka","80550",,"670/5 Galle Road",,"12880550","6.25566","Balapitiya, Southern Province","80.03926","Kumu Beach","213","4.9","1","3","0","13","196","https://www.tripadvisor.com/Hotel_Review-g940979-d12880550-Reviews-Kumu_Beach-Balapitiya_Southern_Province.html","https://www.teardrop-hotels.com/kumu-beach/","2025-04-17","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","What a beautiful hotel! We stayed three nights and it was absolutely perfection.
Our room - Oceanview Suite was fantastic - silent at night and with plenty of space for our family of four.

We all loved the huge, warm pool and relaxing environment. The beach was incredibly beautiful and the kids loved climbing on the rocks.
At the end of each day, we loved  the makeshift bar on the lawn with complimentary drinks and crisps at 5pm, just in time for sunset. Such a nice way of bringing everyone together.

Another highlight was the BBQ night we had - where the chef prepared a huge variety of delicious food for us (including ensuring we were happy with the menu in advance and adding/changing it to our request).

We stayed at 5 teardrop hotels (they are all fantastic) and did a Teardrop Journey - which I REALLY recommend.
Our journey included many activities. At Kumu Beach we enjoyed great massages, a visit to a local turtle hatchery and a visit to the Southern puppet museum.

These were all carefully curated for families in mind and our kids were incredibly sad to leave.

The food was fantastic, they catered for the vegetarians in our group very well, adapting the menu and offering to cook different meals if wanted. 

In summary, this was one of the best places we have ever been and we would return tomorrow if we could. Book it!","Beautiful beachside stay","2025-03","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g940979-d12880550-r1003009394-Kumu_Beach-Balapitiya_Southern_Province.html",
"0","1001807547","en","12880550",,"Marketing","1003127253","en","2025-04-17","Sakuni Wisanperuma","Dear Guest,

Thank you so much for your kind words and for continuing your Teardrop journey with us at Kumu Beach!

We're so glad to hear that the service, hospitality, and setting lived up to your expectations. We truly appreciate you taking the time to share your experience and hope to welcome you back again soon for another beachside escape.

Sincerely,

Sakuni Wisanperuma",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"670/5 Galle Road, Balapitiya 80550 Sri Lanka","Balapitiya","Sri Lanka","80550",,"670/5 Galle Road",,"12880550","6.25566","Balapitiya, Southern Province","80.03926","Kumu Beach","213","4.9","1","3","0","13","196","https://www.tripadvisor.com/Hotel_Review-g940979-d12880550-Reviews-Kumu_Beach-Balapitiya_Southern_Province.html","https://www.teardrop-hotels.com/kumu-beach/","2025-04-10","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","This was our third Teardrop hotel on our tour of Sri Lanka and the standards of service, hospitality and food quality were again exceptional in a truly beautiful setting. A special mention should be made to head chef Indika. I have a restrictive diet and he made special meals for me which I really appreciated.","Beautiful Kuma Beach","2025-04","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g940979-d12880550-r1001807547-Kumu_Beach-Balapitiya_Southern_Province.html",
"0","1000749135","en","12880550",,"Marketing","1001384515","en","2025-04-06","Sakuni Wisanperuma","Dear Graham,

Thank you for sharing your experience at Kumu Beach! 

We're so happy to hear that you found the location relaxing and enjoyed the spacious rooms, beautiful pool, and the special touches that made your stay memorable. Our team takes great pride in providing exceptional service, and we're glad that their efforts contributed to making your trip even more special. It’s wonderful that you had the chance to enjoy some local dishes prepared by our chef as well. 

We hope your time with us was the perfect conclusion to your Sri Lanka adventure, and we look forward to welcoming you back in the future!

Sincerely,

Sakuni Wisanperuma

","1536","796918210","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/80/01/c2/caption.jpg","2048","2048","796918211","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/80/01/c3/caption.jpg","1536","1536","796918212","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/80/01/c4/caption.jpg","2048","1536","796918213","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/80/01/c5/caption.jpg","2048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"670/5 Galle Road, Balapitiya 80550 Sri Lanka","Balapitiya","Sri Lanka","80550",,"670/5 Galle Road",,"12880550","6.25566","Balapitiya, Southern Province","80.03926","Kumu Beach","213","4.9","1","3","0","13","196","https://www.tripadvisor.com/Hotel_Review-g940979-d12880550-Reviews-Kumu_Beach-Balapitiya_Southern_Province.html","https://www.teardrop-hotels.com/kumu-beach/","2025-04-01","MOBILE","5","Try the frozen Margaritas - to die for! Talk to the chef and he will go off menu for you if you want. Try the egg hoppas - the best we had.",,,,,,,,,,,,,"This is a thoroughly relaxing place to stay. Right next to the sea with steps down to the beach. Rooms are huge with enormous bathrooms. Beautiful pool.  What really makes this place are the staff. Everyone was so pleasant and seemed genuinely to be trying everything to make our stay the best it could be. The food was excellent and the chef would come round at every meal and chat about the food and make suggestions for some special local dishes that weren’t on the menu which he was happy to cook for us. This is a great place to relax and was the perfect end to a wonderful but hectic trip to Sri Lanka.","Beautiful location, fantastic staff.","2025-04","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g940979-d12880550-r1000749135-Kumu_Beach-Balapitiya_Southern_Province.html",
"0","1000563155","en","12880550",,"Marketing","1000745646","en","2025-04-01","Sakuni Wisanperuma","Dear Alsion,

Thank you for your fantastic review! 

We're delighted that Kumu Beach provided the perfect place to unwind at the end of your Sri Lankan adventure. It’s great to hear that you loved the beautifully designed spaces, serene surroundings, and thoughtful touches like afternoon tea and Social Hour. 

We appreciate your kind words and hope to welcome you back for another relaxing stay by the beach.

Sincerely,

Sakuni Wisanperuma 

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"670/5 Galle Road, Balapitiya 80550 Sri Lanka","Balapitiya","Sri Lanka","80550",,"670/5 Galle Road",,"12880550","6.25566","Balapitiya, Southern Province","80.03926","Kumu Beach","213","4.9","1","3","0","13","196","https://www.tripadvisor.com/Hotel_Review-g940979-d12880550-Reviews-Kumu_Beach-Balapitiya_Southern_Province.html","https://www.teardrop-hotels.com/kumu-beach/","2025-03-31","OTHER","5",,"Value","4","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","A wonderful place to relax for a few days at the end of our tour. The room and hotel was beautifully decorated, the grounds and pool were lovely, the service and food was excellent and we really appreciated the extra touches of afternoon tea and social hour drinks.","A wonderful relaxing stay","2025-03","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g940979-d12880550-r1000563155-Kumu_Beach-Balapitiya_Southern_Province.html",
"1","998228161","en","12880550",,"Marketing","998990222","en","2025-03-20","Sakuni Wisanperuma","Dear William,

Thank you for your thoughtful review! We’re thrilled you loved the tranquility, design, and warm hospitality at Kumu Beach—especially the attentive service. 

It’s great to hear you enjoyed the food, with the beef curry and egg hoppers being highlights. We appreciate your feedback on shade and sunbeds and will take it into account. As for the beach, its untouched beauty does come with a few quirks, and your tip on repellent is a good one!

We’d love to welcome you back—perhaps next time when you can enjoy a seaside cocktail. Safe travels!

Sincerely,

Sakuni Wisanperuma ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"670/5 Galle Road, Balapitiya 80550 Sri Lanka","Balapitiya","Sri Lanka","80550",,"670/5 Galle Road",,"12880550","6.25566","Balapitiya, Southern Province","80.03926","Kumu Beach","213","4.9","1","3","0","13","196","https://www.tripadvisor.com/Hotel_Review-g940979-d12880550-Reviews-Kumu_Beach-Balapitiya_Southern_Province.html","https://www.teardrop-hotels.com/kumu-beach/","2025-03-15","MOBILE","4",,,,,,,,,,,,,,"Kumu Beach setting is beautiful with a contemporary design right on an almost deserted beach. If you’re after peace, relaxation, and a boutique feel, this is the perfect spot.

The staff were incredibly attentive, friendly, professional, and always on hand without being intrusive. Special mention must go to Richira, our principal hotel butler during the stay. He was an absolute credit to the Teardrop Hotels group—warm, thoughtful, and always anticipating our needs without us having to ask. We stayed at two Teardrop properties during our trip, and the consistently high standard of service makes me highly recommend them as a hotel group. 

The food was fantastic, with plenty of fresh, flavorful options. We highly recommend trying the beef curry, which was sublime. Equally, breakfasts were a highlight, especially the egg hoppers. 

That said, there are a few small points to note. There is limited shade, particularly at lunchtime, and a canopy or shaded area for dining outdoors would be a welcome addition.

Another minor downside was that on some days, there didn’t appear to be enough sunbeds, which led to the inevitable towel reservation behavior. While this isn’t a direct reflection on the hotel, it’s frustrating when guests claim beds early. Given that Kumu Beach only has ten rooms, ensuring there are enough sunbeds and parasols for everyone would help prevent this.

The beach itself is stunning but surprisingly empty. This could be due to the rough sea conditions or the sand flies—something to be aware of. I ended up with 12 bites, so I’d definitely recommend bringing insect repellent if you plan to enjoy the sand.

One final note: we stayed during the monthly full moon (Poya Day), when no alcohol is served at the hotel","A great coastal escape","2025-03","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g940979-d12880550-r998228161-Kumu_Beach-Balapitiya_Southern_Province.html",
