"helpfulVotes","id","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","photos/15/height","photos/15/id","photos/15/image","photos/15/width","photos/16/height","photos/16/id","photos/16/image","photos/16/width","photos/17/height","photos/17/id","photos/17/image","photos/17/width","photos/18/height","photos/18/id","photos/18/image","photos/18/width","photos/19/height","photos/19/id","photos/19/image","photos/19/width","photos/20/height","photos/20/id","photos/20/image","photos/20/width","photos/21/height","photos/21/id","photos/21/image","photos/21/width","photos/22/height","photos/22/id","photos/22/image","photos/22/width","photos/23/height","photos/23/id","photos/23/image","photos/23/width","photos/24/height","photos/24/id","photos/24/image","photos/24/width","photos/25/height","photos/25/id","photos/25/image","photos/25/width","photos/26/height","photos/26/id","photos/26/image","photos/26/width","photos/27/height","photos/27/id","photos/27/image","photos/27/width","photos/28/height","photos/28/id","photos/28/image","photos/28/width","photos/29/height","photos/29/id","photos/29/image","photos/29/width","photos/30/height","photos/30/id","photos/30/image","photos/30/width","photos/31/height","photos/31/id","photos/31/image","photos/31/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","text","title","travelDate","tripType","url","user"
"0","1016898790","en","306376",,,,,,,,"3024","811919422","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/64/e8/3e/caption.jpg","4032","5712","811919423","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/64/e8/3f/caption.jpg","4284","5712","811919424","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/64/e8/40/caption.jpg","4284",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bentota 80500 Sri Lanka","Bentota","Sri Lanka","80500",,,"","306376","6.395329","Bentota, Galle District, Southern Province","80.00548","Jetwing Saman Villas, A Luxury Reserve","1534","4.8","20","8","43","145","1318","https://www.tripadvisor.com/Hotel_Review-g297895-d306376-Reviews-Jetwing_Saman_Villas_A_Luxury_Reserve-Bentota_Galle_District_Southern_Province.html","https://www.jetwinghotels.com/jetwingsamanvillas/","2025-07-06","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","My husband and I came to Saman Villas for a 3 night stay at the end of our busy 2 week trip to Sri Lanka. This was my first trip to Sri Lanka and this was absolutely the perfect way to end our vacation. The room felt like a luxury apartment due to its size and set up. The bathroom was exquisite (really it is like a private spa) and has inspired my dream home in the future. There really is no way to come to a place like this and not completely relax and recharge. My husband & I got massages during our stay at the on site spa and we both agreed that they were the best massages we had ever had hands down (A surprise bonus was the complimentary foot massages!). Everyone was super nice and attentive to details, I must give a special mention to our butler Durala (hopefully I have spelled his name correctly) who made our stay extra special. Also food & drinks were amazing, the menu rotates to keep things interesting and the chef's are willing to accommodate requests even if something is not listed on the menu that day- I had a chicken lime soup that I requested more then once because it was that good! Overall I don't have anything negative to say about this resort, even giving a critique is difficult because everything was done so well! This place truly is something special.","Peaceful escape into nature","2025-06","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297895-d306376-r1016898790-Jetwing_Saman_Villas_A_Luxury_Reserve-Bentota_Galle_District_Southern_Province.html",
"0","1016217027","en","306376",,"Owner","1016963530","en","2025-07-07","Jetwing Hotels","Dear Guest,

Thank you so much for your heartfelt review. We’re absolutely thrilled to hear that your stay with us was such a memorable and meaningful experience.

It brings us great joy to know that Thilani made such a lasting impression—she is indeed a cherished member of our team, and we will be sure to pass along your kind words to her. Your appreciation of our cuisine, especially the local Sri Lankan dishes and your favourite hopper, truly warms our hearts. Our culinary team takes immense pride in using fresh, authentic ingredients to bring the flavours of Sri Lanka to life.

We're also delighted that the peaceful ambiance, thoughtful architecture, and breathtaking views provided the perfect backdrop for your getaway. Creating a tranquil, immersive experience for our guests is what we strive for, and your feedback assures us we are on the right path.

We look forward to welcoming you back for another unforgettable experience. 

Ayubowan! (May you live long!)  

Farrel Blom  
Deputy General Manager","4032","811206794","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/5a/08/8a/caption.jpg","3024","4032","811206795","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/5a/08/8b/caption.jpg","3024","4032","811206796","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/5a/08/8c/caption.jpg","3024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bentota 80500 Sri Lanka","Bentota","Sri Lanka","80500",,,"","306376","6.395329","Bentota, Galle District, Southern Province","80.00548","Jetwing Saman Villas, A Luxury Reserve","1534","4.8","20","8","43","145","1318","https://www.tripadvisor.com/Hotel_Review-g297895-d306376-Reviews-Jetwing_Saman_Villas_A_Luxury_Reserve-Bentota_Galle_District_Southern_Province.html","https://www.jetwinghotels.com/jetwingsamanvillas/","2025-07-02","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","We had a truly memorable stay, thanks to the great hospitality by the entire team especially Thaini, who was warm, friendly, and incredibly attentive. She made us feel completely at home.

We thoroughly enjoyed every in-house meal, breakfast, lunch, and dinner. Everything was made with sincere, quality ingredients, and it really showed. We especially loved the local Sri Lankan dishes, the fresh fish meals, and of course, our favourite: the hopper!

But what made this place truly special was the peace and tranquility. The architecture is beautifully designed, blending seamlessly into the natural surroundings, with stunning 180° views of the beach and the mesmerizing layers of waves.

A perfect hideaway to relax, recharge, and experience genuine Sri Lankan hospitality. Looking forward to be back for more stay with the kids in room no 7!","Serene Luxury with Unmatched Hospitality at Saman Villas","2025-06","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297895-d306376-r1016217027-Jetwing_Saman_Villas_A_Luxury_Reserve-Bentota_Galle_District_Southern_Province.html",
"0","1015686058","en","306376",,"Owner","1016955465","en","2025-07-07","Jetwing Hotels","Dear Guest,

Thank you so much for your kind words and for taking the time to share your experience with us. We are truly delighted to hear that you enjoyed the serene atmosphere, breathtaking ocean views, and the special complimentary experiences we offer, such as the foot massage and evening Sri Lankan tea.

It's wonderful to know that our culinary offerings and butler service made your stay even more memorable. Our associates take great pride in creating a warm, personalised, and luxurious experience for each guest, and your appreciation means the world to us.

Thank you once again for choosing to stay with us and for allowing us to be part of such special memories. We look forward to welcoming you back for another unforgettable stay.

Ayubowan! (May you live long!)  

Farrel Blom  
Deputy General Manager","3024","810679463","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/51/fc/a7/caption.jpg","4032","4160","810679464","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/51/fc/a8/caption.jpg","3120","4160","810679465","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/51/fc/a9/caption.jpg","3120","4160","810679466","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/51/fc/aa/caption.jpg","3120","3120","810679467","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/51/fc/ab/caption.jpg","4160","4160","810679468","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/51/fc/ac/caption.jpg","3120","4000","810679469","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/51/fc/ad/caption.jpg","3000","4160","810679470","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/51/fc/ae/caption.jpg","3120","3120","810679471","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/51/fc/af/caption.jpg","4160","4160","810679472","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/51/fc/b0/caption.jpg","3120","4160","810679473","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/51/fc/b1/caption.jpg","3120","4160","810679474","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/51/fc/b2/caption.jpg","3120","4160","810679475","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/51/fc/b3/caption.jpg","3120","4160","810679476","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/51/fc/b4/caption.jpg","3120","4160","810679477","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/51/fc/b5/caption.jpg","3120","4160","810679478","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/51/fc/b6/caption.jpg","3120","4160","810679479","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/51/fc/b7/caption.jpg","3120","4160","810679480","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/51/fc/b8/caption.jpg","3120","4160","810679482","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/51/fc/ba/caption.jpg","3120","4160","810679483","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/51/fc/bb/caption.jpg","3120","4160","810679484","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/51/fc/bc/caption.jpg","3120","4160","810679486","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/51/fc/be/caption.jpg","3120","4160","810679487","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/51/fc/bf/caption.jpg","3120","4160","810679490","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/51/fc/c2/caption.jpg","3120","4160","810679491","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/51/fc/c3/caption.jpg","3120","4160","810679492","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/51/fc/c4/caption.jpg","3120","4160","810679494","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/51/fc/c6/caption.jpg","3120","4160","810679497","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/51/fc/c9/caption.jpg","3120","4000","810679502","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/51/fc/ce/caption.jpg","3000","3000","810679503","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/51/fc/cf/caption.jpg","4000","4000","810679504","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/51/fc/d0/caption.jpg","3000","4000","810679505","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/51/fc/d1/caption.jpg","3000","Bentota 80500 Sri Lanka","Bentota","Sri Lanka","80500",,,"","306376","6.395329","Bentota, Galle District, Southern Province","80.00548","Jetwing Saman Villas, A Luxury Reserve","1534","4.8","20","8","43","145","1318","https://www.tripadvisor.com/Hotel_Review-g297895-d306376-Reviews-Jetwing_Saman_Villas_A_Luxury_Reserve-Bentota_Galle_District_Southern_Province.html","https://www.jetwinghotels.com/jetwingsamanvillas/","2025-06-29","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","The hotel is surrounded by clam vibes, stunning views of the ocean was a pure relaxation. We enjoyed few lovely complimentary experiences like 15 minutes foot massage and evening Sri Lankan tea being few of them. The food was absolutely delicious and every dish was very flavourful and beautifully served. Butler service was excellent where they make everything speacial.

This place was a mix of comfort, beauty and luxury. Thank you for the service and the memories left for us to have forever ❤️❤️.","A peaceful two day escape at Jetwing Saman Villas","2025-06","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297895-d306376-r1015686058-Jetwing_Saman_Villas_A_Luxury_Reserve-Bentota_Galle_District_Southern_Province.html",
"0","1013434433","en","306376",,"Owner","1013849048","en","2025-06-19","Jetwing Hotels","Dear Guest,

Thank you sincerely for your heartfelt review. It was an absolute pleasure to welcome you and your husband to Jetwing Saman Villas for such a special celebration.

We are truly honored to hear that your stay with us was one of the best experiences of your life. From the warm welcome to the serene setting, luxurious accommodation, and exquisite dining, we’re delighted to know that every aspect of your visit contributed to a memorable and meaningful celebration.

Your kind words about the breathtaking ocean views, carefully crafted meals, and the warm hospitality of our team truly mean the world to us. A special thank you for recognizing Ms. Shashikala—she will be so pleased to know that her care and attention made your stay exceptional.

It brings us great joy to know that you felt valued and celebrated during your time with us. We eagerly look forward to your return—hopefully for an even longer and more relaxing stay next time!

Ayubowan! (May you live long!)

Farrel Blom 
Deputy General Manager","1280","808512654","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/30/ec/8e/caption.jpg","960","960","808512655","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/30/ec/8f/caption.jpg","1280","1280","808512656","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/30/ec/90/caption.jpg","960","1280","808512657","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/30/ec/91/caption.jpg","960","1280","808512658","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/30/ec/92/caption.jpg","960","1280","808512659","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/30/ec/93/caption.jpg","960","1280","808512660","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/30/ec/94/caption.jpg","960",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bentota 80500 Sri Lanka","Bentota","Sri Lanka","80500",,,"","306376","6.395329","Bentota, Galle District, Southern Province","80.00548","Jetwing Saman Villas, A Luxury Reserve","1534","4.8","20","8","43","145","1318","https://www.tripadvisor.com/Hotel_Review-g297895-d306376-Reviews-Jetwing_Saman_Villas_A_Luxury_Reserve-Bentota_Galle_District_Southern_Province.html","https://www.jetwinghotels.com/jetwingsamanvillas/","2025-06-17","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","I had the absolute pleasure of staying at Jetwing Saman Villas last weekend to celebrate my husband’s birthday, and I can honestly say it was one of the best experiences of my life. From the moment we entered through the gates, we were welcomed with warmth and genuine hospitality that instantly made us feel special.

The accommodation was luxurious and incredibly comfortable—every detail was thoughtfully curated to create a serene and elegant atmosphere. And the view? Absolutely magical. Waking up to the stunning ocean panorama felt like a dream.

The food was delicious, beautifully presented, and full of flavour. Each meal was a delight, and the staff went above and beyond to cater to our preferences. A special thank you to Ms. Shashikala, who was exceptionally helpful and made sure every moment of our stay was perfect.

Jetwing Saman Villas truly knows how to make guests feel valued and celebrated. I would return in a heartbeat—and next time, I’m planning to stay for two nights to enjoy it even more!

Highly recommend for anyone looking for a romantic, peaceful, and luxurious escape.","A Magical Getaway","2025-06","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297895-d306376-r1013434433-Jetwing_Saman_Villas_A_Luxury_Reserve-Bentota_Galle_District_Southern_Province.html",
"0","1013417242","en","306376",,"Owner","1013844549","en","2025-06-19","Jetwing Hotels","Dear Guest,

Thank you for your heartfelt review and for making Jetwing Saman Villas the highlight of your trip to Sri Lanka.

We are truly delighted to hear that you found the resort both luxurious and homely—a balance we strive to offer each and every guest. It’s wonderful to know that you enjoyed the comfort of your accommodation, the breathtaking surroundings, and the flavors of our cuisine.

Your kind words about our team, especially your butler Prabath, mean a great deal to us. We’re so pleased he was able to make your stay extra special and memorable. We will be sure to share your appreciation with the our associates—they will be thrilled to hear of your experience.

Thank you once again for choosing to stay with us. We look forward to welcoming you back for another unforgettable visit

Ayubowan! (May you live long!)

Farrel Blom 
Deputy General Manager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bentota 80500 Sri Lanka","Bentota","Sri Lanka","80500",,,"","306376","6.395329","Bentota, Galle District, Southern Province","80.00548","Jetwing Saman Villas, A Luxury Reserve","1534","4.8","20","8","43","145","1318","https://www.tripadvisor.com/Hotel_Review-g297895-d306376-Reviews-Jetwing_Saman_Villas_A_Luxury_Reserve-Bentota_Galle_District_Southern_Province.html","https://www.jetwinghotels.com/jetwingsamanvillas/","2025-06-17","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","This was the highlight of our trip to Sri Lanka. The hotel is luxurious and homely. Our accommodation was beautiful and very comfortable. The scenery is breathtaking. The food is delicious. The staff was an important part of our stay. They were all very attentive to all our needs. The biggest thankyou goes to our butler Prabath. He made our stay the most memorable","Luxury with attention to detail and comfort","2025-06","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297895-d306376-r1013417242-Jetwing_Saman_Villas_A_Luxury_Reserve-Bentota_Galle_District_Southern_Province.html",
"0","1013309399","en","306376",,"Owner","1013837860","en","2025-06-19","Jetwing Hotels","Dear Guest,

Thank you for taking the time to share your thoughtful feedback following your stay at Jetwing Saman Villas.

We’re so pleased to hear that you found the villa comfortable and spacious and that the cleanliness, quality of linen, and in-room amenities met your expectations. It’s also wonderful to know that you enjoyed the variety and taste of our cuisine, as well as the careful presentation and attentive service that accompanied each meal.

Your kind recognition of Sashika, Nishantha, and Kavindu is truly appreciated. We are very proud of our associates, and we will be sure to pass along your kind words with them—it will mean a great deal to know their efforts made your stay more enjoyable.

Thank you once again for your kind words. We hope to have the pleasure of welcoming you back for another memorable experience in the near future.

Ayubowan! (May you live long!)

Farrel Blom 
Deputy General Manager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bentota 80500 Sri Lanka","Bentota","Sri Lanka","80500",,,"","306376","6.395329","Bentota, Galle District, Southern Province","80.00548","Jetwing Saman Villas, A Luxury Reserve","1534","4.8","20","8","43","145","1318","https://www.tripadvisor.com/Hotel_Review-g297895-d306376-Reviews-Jetwing_Saman_Villas_A_Luxury_Reserve-Bentota_Galle_District_Southern_Province.html","https://www.jetwinghotels.com/jetwingsamanvillas/","2025-06-16","OTHER","4",,"Value","4","Rooms","5","Location","5","Cleanliness","4","Service","5","Sleep Quality","4","The villa was very comfortable and spacious. The rooms were clean and linen was of good quality.The well it bathroom was  supplied with all necessary amenities.All menus were varied and the food was tasty being not too spicy.The presentation of all meals were methodical and the service was of very high quality. The services of Miss  Sashika  the Front Office Executive ,the Butler Nishantha and Kavindu of the Reception were praiseworthy.","A happy and an enjoyable holiday spent .We recommend Saman villas to any holiday lover.We will definitely come again .","2025-06","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g297895-d306376-r1013309399-Jetwing_Saman_Villas_A_Luxury_Reserve-Bentota_Galle_District_Southern_Province.html",
"0","1013263686","en","306376",,"Owner","1013837195","en","2025-06-19","Jetwing Hotels","Dear Guest,

Thank you for your lovely review and for choosing to stay with us at Jetwing Saman Villas.

We’re absolutely delighted to hear that your experience in one of our pool villas was so memorable and that the thoughtful little touches made your stay truly special. It’s always our aim to go beyond expectations and create moments that leave a lasting impression, so your kind words truly mean a great deal to us.

From the welcome drink and traditional Sri Lankan treats to the complimentary mini bar and the departure gift — we're so pleased these gestures enhanced your experience. It was a pleasure having you with us, and we are thrilled to know you plan to return.

We look forward to welcoming you back for another perfect and relaxing escape.

Ayubowan! (May you live long!)

Farrel Blom 
Deputy General Manager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bentota 80500 Sri Lanka","Bentota","Sri Lanka","80500",,,"","306376","6.395329","Bentota, Galle District, Southern Province","80.00548","Jetwing Saman Villas, A Luxury Reserve","1534","4.8","20","8","43","145","1318","https://www.tripadvisor.com/Hotel_Review-g297895-d306376-Reviews-Jetwing_Saman_Villas_A_Luxury_Reserve-Bentota_Galle_District_Southern_Province.html","https://www.jetwinghotels.com/jetwingsamanvillas/","2025-06-16","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","Perfect stay with the nicest little touches that makes property something truly special. 

We picked a pool villa and the rooms were stunning, but the best thing about our stay was the little touches that truly elevated our experience. 

we were offered wine or beer as options for our welcome drink, and mini bar was complimentary too which is a nice touch
we received some traditional Sri Lankan food as a welcome which was really nice , and a little treat to take home with us as well. 

we really enjoyed our stay, and will be sure to return","Its in the little things","2025-06","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297895-d306376-r1013263686-Jetwing_Saman_Villas_A_Luxury_Reserve-Bentota_Galle_District_Southern_Province.html",
"0","1013232310","en","306376",,"Owner","1013727216","en","2025-06-19","Jetwing Hotels","Dear Guest,

Thank you so much for your kind review and for choosing to stay with us at Jetwing Saman Villas.

We’re delighted to hear that you had such a wonderful experience and enjoyed the stunning ocean views, spacious and well-appointed room, and the warm hospitality of our associates. 

We’re also glad you had the opportunity to explore the local area, and we truly appreciate your mention of Charlie—he will be very pleased to know his service made a positive impact on your stay.

It was our pleasure to host you, and we look forward to welcoming you back for another memorable getaway.

Ayubowan! (May you live long!)

Farrel Blom
Deputy General Manager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bentota 80500 Sri Lanka","Bentota","Sri Lanka","80500",,,"","306376","6.395329","Bentota, Galle District, Southern Province","80.00548","Jetwing Saman Villas, A Luxury Reserve","1534","4.8","20","8","43","145","1318","https://www.tripadvisor.com/Hotel_Review-g297895-d306376-Reviews-Jetwing_Saman_Villas_A_Luxury_Reserve-Bentota_Galle_District_Southern_Province.html","https://www.jetwinghotels.com/jetwingsamanvillas/","2025-06-15","MOBILE","5",,,,,,,,,,,,,,"Excellent five star resort with stunning views of the ocean. Spacious room and nicely furnished. Staff were very friendly. I would highly recommend the resort. If you are looking to get around and see some sights, the hotel can also arrange this for you. Ask for Charlie to take you around.","Excellent Resort","2025-06","SOLO","https://www.tripadvisor.com/ShowUserReviews-g297895-d306376-r1013232310-Jetwing_Saman_Villas_A_Luxury_Reserve-Bentota_Galle_District_Southern_Province.html",
"0","1012832891","en","306376",,"Owner","1013726068","en","2025-06-19","Jetwing Hotels","Dear Guest,

Thank you for sharing your lovely feedback following your stay at Jetwing Saman Villas.

We are truly pleased to hear that you found our resort to be one of the most tranquil places you’ve visited. The natural beauty of our surroundings, paired with the distinctive architecture and peaceful ambiance, is something we’re incredibly proud to offer our guests.

We’re also happy to know you enjoyed the cuisine and, most importantly, the genuine hospitality of our associates. A special thank you for recognizing Eranga—he will be thrilled to hear your kind words and appreciation for his service.

It was a pleasure having you with us, and we hope to welcome you back soon for another relaxing escape.

Ayubowan! (May you live long!)  

Farrel Blom 
Deputy General Manager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bentota 80500 Sri Lanka","Bentota","Sri Lanka","80500",,,"","306376","6.395329","Bentota, Galle District, Southern Province","80.00548","Jetwing Saman Villas, A Luxury Reserve","1534","4.8","20","8","43","145","1318","https://www.tripadvisor.com/Hotel_Review-g297895-d306376-Reviews-Jetwing_Saman_Villas_A_Luxury_Reserve-Bentota_Galle_District_Southern_Province.html","https://www.jetwinghotels.com/jetwingsamanvillas/","2025-06-13","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","One of the most tranquil places I’ve been to. Scenery is unmatched. 
Architecture and the location is incredible. 
Food was good. Friendly staff & special thanks to our butler Eranga during the stay!","Must visit","2025-06","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297895-d306376-r1012832891-Jetwing_Saman_Villas_A_Luxury_Reserve-Bentota_Galle_District_Southern_Province.html",
"0","1012777904","en","306376",,"Owner","1013724230","en","2025-06-19","Jetwing Hotels","Dear Guest,

Thank you so much for your wonderful review and for sharing your experience at Jetwing Saman Villas.

We are truly delighted to hear that you found our resort stunning and the atmosphere peaceful—there’s nothing quite like a Sri Lankan sunset over the ocean, and we’re so glad you had the chance to enjoy it. Your kind words about our team mean a great deal to us; creating a warm, welcoming, and luxurious environment is what we strive for every day.

It brings us great joy to know that your stay provided the perfect escape, and we’re honored by your recommendation. We would be thrilled to welcome you back for another relaxing getaway.

Ayubowan! (May you live long!)  

Farrel Blom 
Deputy General Manager","5712","807754880","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/25/5c/80/caption.jpg","4284",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bentota 80500 Sri Lanka","Bentota","Sri Lanka","80500",,,"","306376","6.395329","Bentota, Galle District, Southern Province","80.00548","Jetwing Saman Villas, A Luxury Reserve","1534","4.8","20","8","43","145","1318","https://www.tripadvisor.com/Hotel_Review-g297895-d306376-Reviews-Jetwing_Saman_Villas_A_Luxury_Reserve-Bentota_Galle_District_Southern_Province.html","https://www.jetwinghotels.com/jetwingsamanvillas/","2025-06-12","OTHER","5",,"Value","4","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","Jetwing Saman Villas is an absolutely stunning place — truly breathtaking! The views are incredible, especially around sunset, and the peaceful atmosphere makes it the perfect escape. The service is top-notch, with friendly and attentive staff who make you feel right at home. Highly recommended for anyone looking to relax in luxury and enjoy the beauty of Sri Lanka.","One of the best places I have ever visited","2025-06","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297895-d306376-r1012777904-Jetwing_Saman_Villas_A_Luxury_Reserve-Bentota_Galle_District_Southern_Province.html",
