"error","helpfulVotes","id","input","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","photos/15/height","photos/15/id","photos/15/image","photos/15/width","photos/16/height","photos/16/id","photos/16/image","photos/16/width","photos/17/height","photos/17/id","photos/17/image","photos/17/width","photos/18/height","photos/18/id","photos/18/image","photos/18/width","photos/19/height","photos/19/id","photos/19/image","photos/19/width","photos/20/height","photos/20/id","photos/20/image","photos/20/width","photos/21/height","photos/21/id","photos/21/image","photos/21/width","photos/22/height","photos/22/id","photos/22/image","photos/22/width","photos/23/height","photos/23/id","photos/23/image","photos/23/width","photos/24/height","photos/24/id","photos/24/image","photos/24/width","photos/25/height","photos/25/id","photos/25/image","photos/25/width","photos/26/height","photos/26/id","photos/26/image","photos/26/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","subratings/6/name","subratings/6/value","text","title","travelDate","tripType","url","user"
,"0","1016394859",,"en","315672",,"General Manager","1016457257","en","2025-07-04","Kavishka Fernando","Dear valued guest,

Thank you very much for taking the time to share your feedback with us. I sincerely apologize that your stay did not meet your expectations in terms of relaxation.

We understand how important it is to feel that you are receiving value for your stay, and we regret that we fell short in this regard.
Your comments regarding the accuracy of settlements have been noted, and I will be reviewing them with the management team to make the necessary improvements and we will work on ensuring a better experience for all our guests in the future.

The team and I appreciate your constructive feedback and hope to have the opportunity to provide you with a much-improved experience should you choose to return.

Kind regards,
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beach Road, Bentota, Bentota 80500 Sri Lanka","Bentota","Sri Lanka","80500",,"Beach Road, Bentota",,"315672","6.420097","Bentota, Galle District, Southern Province","79.99676","Ekho Surf","792","4.7","12","8","35","99","638","https://www.tripadvisor.com/Hotel_Review-g297895-d315672-Reviews-Ekho_Surf-Bentota_Galle_District_Southern_Province.html","http://www.ekhohotels.com","2025-07-03","OTHER","3","Pat cash & keep your receipts! ","Value","4","Rooms","4","Location","5","Cleanliness","5","Service","3","Sleep Quality","4",,,"The location is amazing, it’s literally on the sea front with stunning views, great pools & bars, the food is very good too, particularly at Tuna Turners.
However the whole place could do with a lick of varnish, the stickers are half peeled off the restaurant windows & there are a few chips in the pool tiles. Other than the sun lounger cushions everything is spotlessly clean.
95% of the staff are exceptional, in fact I had to stop them doing the simplest of things for me, however if you are there for a couple of days you do learn a handful of them are only paying lip service to you, not actually doing what they said they would
Then we have money. I was told I could boom drinks to the room on the first day & duly did with 1 roiled for less than a tenner. However at breakfast the next morning I was confronted by a stern looking gentleman explaining it was a mistake & I needed to pay. It seemed he posted a waiter at my table to escort me to my room immediately to settle up. I soon shoed him off, finished my breakfast in peace then returned to my room when 2 minutes later he was knocking at the door! I explained it would be settled within the next 15 minutes & made my way down to reception to sort it. They didn’t seem bothered at the harassment but I settled up & made it quite clear I didn’t want another knock at the door. Which is exactly what I got 30 minutes later!
I would have let it drop, even though they have a habit of presenting the bill halfway through a meal, but the icing on the cake was on the last night, in bed early for a 2am start when at 10am the phone rang followed by a knock at the door from the same guy saying I had a bill to settle up! Needless to say I was furious, of course the manager wasn’t available so I settled it, but these little things leaves big negative impression","Should be amazing, but let down by simple things","2025-07","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297895-d315672-r1016394859-Ekho_Surf-Bentota_Galle_District_Southern_Province.html",
,"0","1015643488",,"en","315672",,"General Manager","1016029643","en","2025-07-01","Kavishka Fernando","Dear valued guest,

Thank you so much for taking the time to leave a review of your recent stay at our hotel.
We are delighted to see that you had beautiful time with us. 

At EKHO Surf, we strive to provide pleasant stay for every guests. Please be assured that your comments will be shared among the team. I am sure they will be happy to hear your kind words of recognition.

We hope to have the opportunity to welcome you again in the not distant future and do trust your stay with us will be both enjoyable and memorable than previous one.

Kind regards,
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beach Road, Bentota, Bentota 80500 Sri Lanka","Bentota","Sri Lanka","80500",,"Beach Road, Bentota",,"315672","6.420097","Bentota, Galle District, Southern Province","79.99676","Ekho Surf","792","4.7","12","8","35","99","638","https://www.tripadvisor.com/Hotel_Review-g297895-d315672-Reviews-Ekho_Surf-Bentota_Galle_District_Southern_Province.html","http://www.ekhohotels.com","2025-06-28","OTHER","3",,,,,,,,,,,,,,,,"Overall, I would describe my hotel experience average. To start with, the rooms were perfect for a luxurious stay. The maintenance was excellent according to my personal opinion. According to my taste, the flavours were not so appealing to Sri Lankan taste buds. Anyways, the meals were prepared by careful hands.
I highly recommend the hotel for foreign tourists who fancy the exotic coastal landscape of Sri Lanka.","My fascinating stay in the coasts of Benthota","2025-06","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g297895-d315672-r1015643488-Ekho_Surf-Bentota_Galle_District_Southern_Province.html",
,"0","1011906341",,"en","315672",,"General Manager","1012792156","en","2025-06-13","Kavishka Fernando","Dear valued guest,

Thank you very much for taking the time to share your feedback with us. I sincerely apologize that your stay did not meet your expectations. 
We understand how important it is to feel that you are receiving value for your stay, and we regret that we fell short in this regard.
Your comments regarding the quality of service have been noted, and I will be reviewing them with the management team to make the necessary improvements and we will work on ensuring a better dining experience for all our guests in the future.

The team and I appreciate your constructive feedback and hope to have the opportunity to provide you with a much-improved experience should you choose to return.

Kind regards,

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beach Road, Bentota, Bentota 80500 Sri Lanka","Bentota","Sri Lanka","80500",,"Beach Road, Bentota",,"315672","6.420097","Bentota, Galle District, Southern Province","79.99676","Ekho Surf","792","4.7","12","8","35","99","638","https://www.tripadvisor.com/Hotel_Review-g297895-d315672-Reviews-Ekho_Surf-Bentota_Galle_District_Southern_Province.html","http://www.ekhohotels.com","2025-06-09","OTHER","3","The spa had only two attendants. ","Value","3","Rooms","3","Location","5","Cleanliness","3","Service","1","Sleep Quality","3",,,"The location of the property and the views from the room are excellent.
The staff at check-in and check-out are good.
However, the service at the hotels is extremely slow. Extremely.
A cup of coffee can anywhere above 40 minutes.
Room service can take over an hour to deliver a meal.
At billing we found a discrepancy in our bill and had to be revised.
There is no coffee machine at the buffet and we had to order it from the cafe on the other side of the property and this would be available only after 9AM.
Watermelon juice was served with the seeds crushed into it. Had to specifically ask them not to do this.
The pool adjoining the rooms could cleaner.
The A/c's in one of the rooms was erratic.
The staff is obviously trained to ask for reviews and to specifically mention staff names, which is very clear from the reviews on Trip Advisor.","The Views from the Room are Good..","2025-06","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g297895-d315672-r1011906341-Ekho_Surf-Bentota_Galle_District_Southern_Province.html",
,"0","1008129012",,"en","315672",,"General Manager","1008199047","en","2025-05-18","Kavishka Fernando","Dear valued guest,

Thank you very much for taking the time to share your feedback with us. I sincerely apologize that your stay did not meet your expectations. 
We understand how important it is to feel that you are receiving value for your stay, and we regret that we fell short in this regard.
Your comments regarding the quality of service have been noted, and I will be reviewing them with the management team to make the necessary improvements and we will work on ensuring a better dining experience for all our guests in the future.

The team and I appreciate your constructive feedback and hope to have the opportunity to provide you with a much-improved experience should you choose to return.

Kind regards,
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beach Road, Bentota, Bentota 80500 Sri Lanka","Bentota","Sri Lanka","80500",,"Beach Road, Bentota",,"315672","6.420097","Bentota, Galle District, Southern Province","79.99676","Ekho Surf","792","4.7","12","8","35","99","638","https://www.tripadvisor.com/Hotel_Review-g297895-d315672-Reviews-Ekho_Surf-Bentota_Galle_District_Southern_Province.html","http://www.ekhohotels.com","2025-05-18","MOBILE","3","I wish they cleaned my room properly. The beer at the spot across the train tracks is half the price .",,,,,,,,,,,,,,,"The property is immaculate, the beach and pool are well maintained, and the food is awesome. Only issue was our air con unit, shower, and mini fridge seemed to leak a lot, so we always came home to a flooded floor. Ants in the bathroom were never cleaned up despite asking twice. Still, a beautiful place and would recommend.","Nice place by the beach","2025-05","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297895-d315672-r1008129012-Ekho_Surf-Bentota_Galle_District_Southern_Province.html",
,"0","1004480240",,"en","315672",,"General Manager","1005446909","en","2025-05-01","Kavishka Fernando","Dear valued guest,

Thank you very much for taking the time to share your feedback with us. I sincerely apologize that your stay did not meet your expectations. 
We understand how important it is to feel that you are receiving value for your stay, and we regret that we fell short in this regard.
Your comments regarding the quality of service have been noted, and I will be reviewing them with the management team to make the necessary improvements and we will work on ensuring a better dining experience for all our guests in the future.

The team and I appreciate your constructive feedback and hope to have the opportunity to provide you with a much-improved experience should you choose to return.

Kind regards,
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beach Road, Bentota, Bentota 80500 Sri Lanka","Bentota","Sri Lanka","80500",,"Beach Road, Bentota",,"315672","6.420097","Bentota, Galle District, Southern Province","79.99676","Ekho Surf","792","4.7","12","8","35","99","638","https://www.tripadvisor.com/Hotel_Review-g297895-d315672-Reviews-Ekho_Surf-Bentota_Galle_District_Southern_Province.html","http://www.ekhohotels.com","2025-04-26","MOBILE","3",,,,,,,,,,,,,,,,"Stayed at Ekho surf for our 2nd week after touring round for a week with our personal tour guide, so looking forward to a chilled out 2nd week. Hotel ok but needs a little tlc in places.OIn arrival we were met in reception, first hotel we have ever been to where we were not met with a welcome drink and after an epic over 7 hour drive to get there a drink would have been nice. We were given our all inclusive wrist bands and taken to our room. On arrival I asked for anniron as we had been living out of our suitcase for the previous week staying at various hotels, twice I went to reception to ask and finaly at the 3rd attempt and at 2230 an iron was sent to our room. All inclusive is not worth it here, you could have drinks in the resteraunt whilst open or the cafe but the only bar to sit and chill and drink was called the cosy bar and that's open 2200 to midnight but on each occasion we went in it was never staffed, we were expected to get the staff from the resteraunt bar to come up stairs to serve us. The staff were great in the resteraunt , friendly and we noticed after giving tips to some of the helpful ones, others were going  out of their way to serve us. We noticed whilst there that we were the only ones all inclusive, even in the evening the place to sit out was Tuna Turner but even though this was part of the hotel you had to pay for drinks here. The towels for the pool were very thin and needed replacing, we were told if we lost our towel cards, first time is was 3,000 Rupees and 2nd time would be 7,000 (around £17). The location is great and with a beautiful beach. No entertainment in the evenings other than on the first night a dj set at Tuna Turner, every other night there were musicians playing whilst you're eating in the reteraunt.","Location good, but needs a little tlc","2025-04","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297895-d315672-r1004480240-Ekho_Surf-Bentota_Galle_District_Southern_Province.html",
,"0","1004372065",,"en","315672",,"General Manager","1005446938","en","2025-05-01","Kavishka Fernando","Dear valued guest,

Thank you very much for taking the time to share your feedback with us. I sincerely apologize that your stay did not meet your expectations. 
We understand how important it is to feel that you are receiving value for your stay, and we regret that we fell short in this regard.
Your comments regarding the quality of service have been noted, and I will be reviewing them with the management team to make the necessary improvements and we will work on ensuring a better dining experience for all our guests in the future.

The team and I appreciate your constructive feedback and hope to have the opportunity to provide you with a much-improved experience should you choose to return.

Kind regards,
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beach Road, Bentota, Bentota 80500 Sri Lanka","Bentota","Sri Lanka","80500",,"Beach Road, Bentota",,"315672","6.420097","Bentota, Galle District, Southern Province","79.99676","Ekho Surf","792","4.7","12","8","35","99","638","https://www.tripadvisor.com/Hotel_Review-g297895-d315672-Reviews-Ekho_Surf-Bentota_Galle_District_Southern_Province.html","http://www.ekhohotels.com","2025-04-26","MOBILE","3",,,,,,,,,,,,,,,,"We chose this hotel to finish off our tour of Sri Lanka and as we do not like large hotels where meals are often included we decided to plump for the Ekho Surf.
The good bits:
Rooms have a good layout and are conveniently located for the sun beds which are directly in front of your room. The hotel is only a few steps away from the beach. 
The hotel has a boutique feel to it with a simple decor and rustic charm. 
It is ideally located next to restaurants on the other side of the train track.
The not so good bits:
The room looked tired in places and required some updating. 
Pools towels and the sun bed cushions are not in the greatest condition with frayed edges and stains.
Service is slow and staff do not appear to be as courteous or as friendly as other hotels we have stayed during our time in Sri Lanka or other areas of Asia.
Breakfast tables are not relayed in a timely manner and the replenishment of hot water and coffee can be very slow.
We returned to our room one day to find our room door hadn’t been closed properly by the cleaner.
We also had to complain about the fluctuation of the shower water temperature which went from scalding hot to cold. 
There is no full length wardrobe and so it is only for purpose for shirts and tops. Items like dresses and trousers had draped o er the sofa or hung on the edge of the wardrobe.

I think it’s a shame as with some TLC and attention to detail this could be a really lovely hotel","Could be a fantastic hotel","2025-04","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297895-d315672-r1004372065-Ekho_Surf-Bentota_Galle_District_Southern_Province.html",
,"0","998205151",,"fr","315672",,"General Manager","1001043487","en","2025-04-04","Kavishka Fernando","Dear Valued Guest,

Thank you for leaving us such a wonderful review.

We are extremely delighted to know that you loved your experience and my team will definitely be happy to hear of this.
We put customer experience and satisfaction as our priority, and your review reaffirms the hard work the team has put in.
We look forward to seeing you again.

Sunny regards,
","1536","794428144","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/5a/02/f0/caption.jpg","2048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beach Road, Bentota, Bentota 80500 Sri Lanka","Bentota","Sri Lanka","80500",,"Beach Road, Bentota",,"315672","6.420097","Bentota, Galle District, Southern Province","79.99676","Ekho Surf","792","4.7","12","8","35","99","638","https://www.tripadvisor.com/Hotel_Review-g297895-d315672-Reviews-Ekho_Surf-Bentota_Galle_District_Southern_Province.html","http://www.ekhohotels.com","2025-03-14","MOBILE","3",,,,,,,,,,,,,,,,"Bel emplacement, mauvais nettoyage , chambres pas propres très humide , train juste derrière l’hôtel qui fait un bruit , il y a des chambres haut de gamme qui me paraissent bien mieux l’emplacement face a la mer est super le reste mériterait un bon relooking","Bof bof","2025-03","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297895-d315672-r998205151-Ekho_Surf-Bentota_Galle_District_Southern_Province.html",
,"0","995993209",,"en","315672",,"General Manager","1001040569","en","2025-04-04","Kavishka Fernando","Dear valued guest,

Thank you very much for taking the time to share your feedback with us. I sincerely apologize that your stay did not meet your expectations. 
We understand how important it is to feel that you are receiving value for your stay, and we regret that we fell short in this regard.
Your comments regarding the quality of service have been noted, and I will be reviewing them with the management team to make the necessary improvements and we will work on ensuring a better dining experience for all our guests in the future.

The team and I appreciate your constructive feedback and hope to have the opportunity to provide you with a much-improved experience should you choose to return.

Kind regards,
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beach Road, Bentota, Bentota 80500 Sri Lanka","Bentota","Sri Lanka","80500",,"Beach Road, Bentota",,"315672","6.420097","Bentota, Galle District, Southern Province","79.99676","Ekho Surf","792","4.7","12","8","35","99","638","https://www.tripadvisor.com/Hotel_Review-g297895-d315672-Reviews-Ekho_Surf-Bentota_Galle_District_Southern_Province.html","http://www.ekhohotels.com","2025-02-27","MOBILE","3",,,,,,,,,,,,,,,,"Striking feature is cleanliness. Very well cleaned properties. Room was nicely arranged, cozy and clean. View from the room was great. Beach was clean. Both swim pools are clean and average size. Dinner Buffet was very poor and not worth for the money. Very few dishes with common varieties. No much options to choose. Actually buffet is not fitting for the star rating of the property. They must improve that. Breakfast was very poor. If you are food lover don’t go here. Even you go book room only basis. Meals are very poor","Average stay but they can improve to 5 star if they want","2024-08","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g297895-d315672-r995993209-Ekho_Surf-Bentota_Galle_District_Southern_Province.html",
,"0","995877242",,"en","315672",,"General Manager","1001040455","en","2025-04-04","Kavishka Fernando","Dear valued guest,

Thank you for your feedback about your recent stay with us. We are grateful you are taking the time to share your experience.
We are always improving our activities as complete satisfaction is our goal and it would be our pleasure to have the chance of welcoming you back at EKHO Surf Bentota and make your stay with lots of love and happiness!

With kindest regards,
","2128","790160067","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/18/e2/c3/caption.jpg","983",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beach Road, Bentota, Bentota 80500 Sri Lanka","Bentota","Sri Lanka","80500",,"Beach Road, Bentota",,"315672","6.420097","Bentota, Galle District, Southern Province","79.99676","Ekho Surf","792","4.7","12","8","35","99","638","https://www.tripadvisor.com/Hotel_Review-g297895-d315672-Reviews-Ekho_Surf-Bentota_Galle_District_Southern_Province.html","http://www.ekhohotels.com","2025-02-26","MOBILE","3","Better chose some other 5 start hotel nearby as we were little late to get one . ",,,,,,,,,,,,,,,"Except for the location of the hotel, almost everything needs a big overhaul. Our room was close to the beach and very near and easy aceess .Although we got an upgrade ,overall, the hotel needs a major upkeep and maintenance. Housekeeping was average and needs to be supervised . No bed side tables to keep your mobile and just one side charging point . 
For vegetarian specially indian one a strict no no place . Staff tried to support them, but they have no training for it. Air conditioning was very poor, and it was difficult during the daytime to cope .

All the staff was very courteous and helpful but needs a senior management presence to supervise the overall hotel . I mostly saw young boys and girls ","EKHO Surf Bentota ","2025-02","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297895-d315672-r995877242-Ekho_Surf-Bentota_Galle_District_Southern_Province.html",
,"0","995471814",,"de","315672",,"General Manager","1001040509","en","2025-04-04","Kavishka Fernando","Dear valued guest,

Thank you for your feedback about your recent stay with us. We are grateful you are taking the time to share your experience.
We are always improving our activities as complete satisfaction is our goal and it would be our pleasure to have the chance of welcoming you back at EKHO Surf Bentota and make your stay with lots of love and happiness!

With kindest regards,
","1600","790041444","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/17/13/64/caption.jpg","1200","1536","790041445","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/17/13/65/caption.jpg","2048","900","790041446","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/17/13/66/caption.jpg","1600","1600","790041447","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/17/13/67/caption.jpg","1200","1600","790041448","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/17/13/68/caption.jpg","1200","1600","790041449","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/17/13/69/caption.jpg","1200","1126","790041450","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/17/13/6a/caption.jpg","2000","1818","790041451","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/17/13/6b/caption.jpg","2048","1594","790041452","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/17/13/6c/caption.jpg","2048","2048","790041453","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/17/13/6d/caption.jpg","1666",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beach Road, Bentota, Bentota 80500 Sri Lanka","Bentota","Sri Lanka","80500",,"Beach Road, Bentota",,"315672","6.420097","Bentota, Galle District, Southern Province","79.99676","Ekho Surf","792","4.7","12","8","35","99","638","https://www.tripadvisor.com/Hotel_Review-g297895-d315672-Reviews-Ekho_Surf-Bentota_Galle_District_Southern_Province.html","http://www.ekhohotels.com","2025-02-25","MOBILE","3","Gute Bahnanbindung, Ortschaft fußläufig, tolle Restaurants vor dem Hotel und in der Otschaft",,,,,,,,,,,,,,,"Lage Top, Zimmer absolut in Ordnung, Zimmerservice 2 x täglich sehr gut
Frühstücksbüffet ist gut, leider wurde das sehr gute Servicepersonal der letzten Saison (2024) weitestgehend durch unqualifiziertes Personal ersetzt. Hervorzuheben sind Tharushi im Café, Idika und Ahjid im Restaurant, die die Gäste verwöhnen.
Die Poolboys bemühen sich zuvorkommend um die Gäste und Viky sorgte für einen sauberen Pool und hatte alles im Griff. Insbesondere der Handtuchservice funktionierte gut.
Das Personal von der Rezeption ist sehr aufmerksam und erfüllte alle Wünsche. Auftretend Mängel wurden sofort beseitigt!
Alle Verantwortlichen des Hotels, GM Kavishka, Dulaj, …sind sehr kompetent und aufgeschlossen.","Traumhafter Strand und…","2025-02","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297895-d315672-r995471814-Ekho_Surf-Bentota_Galle_District_Southern_Province.html",
